255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,255,255,255
255,0,0,0,255,255,0,0,0,0,0,0,0,0,255,255,0,255,255,255
255,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255
255,0,255,255,255,255,255,0,255,255,255,255,255,0,0,0,0,0,0,0
255,0,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,0,0,255,0,0,255,255,255,255,255
255,0,0,0,0,0,0,0,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,255,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,255,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,255,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,255,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,255,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,255,255,255,255,255,255,0,255,255,255,0,255,255,255,255,255
255,0,255,255,0,0,255,255,0,0,0,255,255,255,0,255,255,255,255,255
255,0,255,255,0,255,255,255,255,255,0,0,255,255,0,255,255,255,255,255
255,0,255,255,0,255,255,255,255,255,0,255,255,255,255,255,255,255,255,255
255,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,255,255,0,0
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
end of grid

start of events (Important that each prob starts with a 0!!)
0.2: 16,6 17,6 18,6 19,6 16,7 17,7 18,7 19,7 16,8 17,8 18,8 19,8 16,9 17,9 18,9 19,9 16,10 17,10 18,10 19,10 16,11 17,11 18,11 19,11 16,12 17,12 18,12 19,12 16,13 17,13 18,13 19,13 16,14 17,14 18,14 19,14 16,15 17,15 18,15 19,15   
0.9: 10,3 11,3 12,3 13,3 10,4 11,4 12,4 13,4 # garbage dump?
0.2: 5,2 6,2 8,7 8,8 14,3 14,4 17,19 18,19 7,16 8,16 # all building doors are closed
0.5: 4,6 4,7 4,8 6,6 6,7 6,8 8,7 8,8 # bikes in lot
0.8: 14,15 12,14 12,13 13,12 14,11 12,10 13,10 # lots of people in loading area
0.4: 5,11 6,11 7,11 8,11 9,11 10,11 5,12 7,12 5,13 5,14 6,14 7,14 8,14 9,14 # desk in main area
